vaccine_time,vaccine_amount,A1-R1,A1-R2,A2-R1,A2-R2,A3-R1,A3-R2,A4-R1,A4-R2,A5-R1,A5-R2
3/24/21,0.006242,0,0,0,0,7730.57,0,4126.21,0,941.38,737.18
3/25/21,0.005602,0,0,0,0,6025.64,0,4748.07,0,769.53,602.61
3/26/21,0.005658,0,0,0,0,7638.22,0,1693.43,0,1646.42,1289.29
3/27/21,0.002089,0,0,0,0,3615.29,0,0,0,512.75,401.53
3/28/21,0.002865,0,0,0,0,0,0,6212.21,0,0,0
3/29/21,0.007415,0,0,0,0,10951.64,0,2719,0,1350.55,1057.6
3/30/21,0.003571,0,0,0,0,4697,0,1922,0,630.37,493.63
3/31/21,0.004203,0,0,0,0,4761,0,3452.64,0,504.74,395.26
4/1/21,0.007244,0,0,0,0,11993.93,0,2512.86,0,673.79,527.64
4/2/21,0.005852,0,0,0,0,9555.57,0,2259.43,0,490.48,384.09
4/3/21,0.00451,0,0,0,0,8894.29,0,0,0,496.49,388.79
4/4/21,0.00185,0,0,0,0,0,0,4011.15,0,0,0
4/5/21,0.009412,0,0,0,0,14442.44,0,2315.86,0,2046.69,1602.73
4/6/21,0.006465,0,0,0,0,9733.57,0,2411.43,0,1050.18,822.38
4/7/21,0.006299,0,0,0,0,9460.29,0,3234.64,0,539.67,422.61
4/8/21,0.008868,0,0,0,0,14878.93,0,2936.29,0,792.68,620.74
4/9/21,0.007834,0,0,0,0,11314.86,0,4275.5,0,782.83,613.02
4/10/21,0.009904,0,0,0,0,16550.51,0,2552.64,0,1329.71,1041.28
4/11/21,0.00719,0,0,0,0,13010.93,0,1402.86,0,660.33,517.1
4/12/21,0.003665,0,0,0,0,6008.57,0,1456.43,0,270.64,211.93
4/13/21,0.004556,0,0,0,0,6361.29,0,2804.64,0,399.47,312.82
4/14/21,0.005596,0,0,0,0,10884.93,0,0,0,700.15,548.28
4/15/21,0,0,0,0,0,0,0,0,0,0,0
4/16/21,0.063245,0,0,0,0,81911.59,0,36169.87,0,10686.26,8368.28
4/17/21,0,0,0,0,0,0,0,0,0,0,0
4/18/21,0.011066,0,0,0,0,17812.93,0,4616.64,0,877.37,687.06
4/19/21,0.003939,0,0,0,0,6919.57,0,1245.86,0,210.07,164.5
4/20/21,0.002272,0,0,0,0,3444.93,0,976.64,0,282.89,221.53
4/21/21,0.004794,0,0,0,0,7735.29,0,1644.43,0,568.84,445.45
4/22/21,0.005248,0,0,0,0,8536.29,0,2026.43,0,457.79,358.49
4/23/21,0.004761,0,0,0,0,7767.15,0,1824.72,0,410.04,321.1
4/24/21,0,0,0,0,0,0,0,0,0,0,0
4/25/21,0.009334,0,0,0,0,14577.44,0,4058.15,0,898.68,703.74
4/26/21,0.002183,0,0,0,0,3645.57,0,834.86,0,141.65,110.92
4/27/21,0.002496,0,0,0,0,4070.57,0,952.86,0,217.92,170.65
4/28/21,0.002917,0,0,0,0,4624.57,0,1230.86,0,263.35,206.22
4/29/21,0,0,0,0,0,0,0,0,0,0,0
4/30/21,0,0,0,0,0,0,0,0,0,0,0
5/1/21,0.00782,0,0,0,0,10389.05,1771.89,2305.82,1000.83,836.42,654.99
5/2/21,0.00149,0,0,0,0,573.75,1771.89,469.45,203.76,118.97,93.17
5/3/21,0.001498,0,0,0,0,704.11,1771.89,421.88,183.12,94.22,73.78
5/4/21,0.000945,0,0,0,0,1539.64,0,256.07,111.15,79.16,61.99
5/5/21,0.002599,0,0,0,0,3935.57,0,790.67,343.19,317.75,248.82
5/6/21,0.002349,0,0,0,0,3798.51,0,669.78,290.72,187.31,146.68
5/7/21,0.002918,0,0,0,0,4497.93,0,858.16,372.48,336.17,263.25
5/8/21,0,0,0,0,0,0,0,0,0,0,0
5/9/21,0,0,0,0,0,0,0,0,0,0,0
5/10/21,0.004833,0,0,0,0,7742.64,0,1398.29,606.92,410.6,321.54
5/11/21,0.001592,0,0,0,0,2625.29,0,394.29,171.14,147.1,115.19
5/12/21,0.002061,0,0,0,0,3021.44,0,557.96,242.18,362.53,283.89
5/13/21,0.002354,0,0,0,183.31,3690.96,0,593.64,257.67,212.22,166.19
5/14/21,0.002059,0,0,0,105,3239,0,557.16,241.84,180.02,140.98
5/15/21,0.002574,0,0,0,1457.1,2951.58,0,576.82,250.37,194.12,152.01
5/16/21,0,0,0,0,0,0,0,0,0,0,0
5/17/21,0.007803,0,0,0,4642.2,9472.16,0,1453.5,630.89,404.5,316.76
5/18/21,0.002294,0,0,0,1790.69,2365.06,0,386.57,167.79,148,115.9
5/19/21,0.003582,0,0,0,3059.69,3543.06,0,583.91,253.44,183.33,143.56
5/20/21,0.003561,0,0,0,2605.49,3744.9,0,645.7,280.26,249.36,195.27
5/21/21,0,0,0,0,0,0,0,0,0,0,0
5/22/21,0.00505,0,0,1405.89,1700,5949.32,0,961.11,417.17,289.11,226.4
5/23/21,0.00505,0,0,3105.89,0,5949.32,0,1378.27,0,289.11,226.4
5/24/21,0,0,0,0,0,0,0,0,0,0,0
5/25/21,0.004291,0,0,2949.9,0,4951.42,0,1069.81,0,187.24,146.63
5/26/21,0.002494,0,0,1110.2,0,3201.16,0,761.39,0,187.46,146.8
5/27/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
5/28/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
5/29/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
5/30/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
5/31/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/1/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/2/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/3/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/4/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/5/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/6/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/7/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/8/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/9/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/10/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/11/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/12/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/13/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/14/21,0.001479,0,0,759.71,0,1870.95,0,411.11,0,92.31,72.29
6/15/21,0.002095,0,0,852.2,0,3000.16,0,532.39,0,88.19,69.06
6/16/21,0.002307,0,0,633.39,0,3202.32,0,830.77,0,188.16,147.35
6/17/21,0.001836,0,0,589.2,0,2413.16,0,649.39,0,185.22,145.04
6/18/21,0.001432,0,0,480,0,2017,0,421,0,104.31,81.69
6/19/21,0.001039,0,0,381.8,0,1409.84,0,313.61,0,82.86,64.89
6/20/21,0.001239,0,0,447.1,0,1695.58,0,403.19,0,78.59,61.54
6/21/21,0.000659,0,0,281,0,903,0,188,0,31.41,24.59
6/22/21,0.00078,0,0,254,0,1089,0,255,0,52.16,40.84
6/23/21,0.000772,0,0,299.1,0,1023.58,0,235.19,0,64.57,50.56
6/24/21,0.001021,0,0,367.8,0,1374.84,0,337.61,0,75.01,58.74
6/25/21,0.001021,0,0,365,0,1357,0,312,0,100.39,78.61
6/26/21,0.001247,0,0,408,0,1680,0,427,0,105.44,82.56
6/27/21,0.001118,0,0,366.1,0,1530.58,0,381.19,0,82.51,64.61
6/28/21,0.000757,0,0,264.1,0,1059.58,0,236.19,0,46.06,36.07
6/29/21,0.000938,0,0,346.3,0,1202.74,0,290.58,0,108.45,84.93
6/30/21,0,0,0,0,0,0,0,0,0,0,0
7/1/21,0.002084,0,0,873.69,0,2712.06,0,639.35,0,164.82,129.07
7/2/21,0,0,0,0,0,0,0,0,0,0,0
7/3/21,0.001787,0,0,697.59,0,2362.48,0,579.16,0,131.66,103.1
7/4/21,0.000784,0,0,249,0,1100,0,265,0,48.79,38.21
7/5/21,0.000732,0,0,227,0,1039,0,265,0,31.41,24.59
7/6/21,0.000295,0,0,84.2,0,417.16,0,103.39,0,19.21,15.04
7/7/21,0,0,0,0,0,0,0,0,0,0,0
7/8/21,0.001563,0,0,546.3,0,2187.74,0,477.58,0,98.92,77.46
7/9/21,0.000974,0,0,437,0,1293,0,252,0,72.91,57.09
7/10/21,0.000902,0,0,354.9,0,1224.42,0,267.81,0,61.06,47.81
7/11/21,0.000795,0,0,334,0,1028,0,267,0,53.28,41.72
7/12/21,0.000697,0,0,246,0,988,0,226,0,29.16,22.84
7/13/21,0.000689,0,0,212.2,0,998.16,0,215.39,0,38.84,30.42
7/14/21,0.000826,0,0,294.3,0,1087.74,0,276.58,0,74.24,58.14
7/15/21,0.000648,0,0,295.39,0,862.32,0,171.77,0,42.35,33.16
7/16/21,0.000755,0,0,303.1,0,1049.58,0,197.19,0,48.3,37.83
7/17/21,0.000913,0,0,382,0,1252,0,256,0,50.47,39.53
7/18/21,0.000807,0,0,295,0,1106,0,249,0,55.52,43.48
7/19/21,0.000619,0,0,269,0,827,0,178,0,38.7,30.3
7/20/21,0.001243,0,0,432,0,1763,0,397,0,57.76,45.24
7/21/21,0.001349,0,0,550.3,0,1795.74,0,442.58,0,77.05,60.34
7/22/21,0.001856,0,0,801.1,0,2492.58,0,523.19,0,116.16,90.97
7/23/21,0.00161,0,0,674.39,0,2162.32,0,467.77,0,104.6,81.91
7/24/21,0.001684,0,0,641.2,0,2310.16,0,516.39,0,102.77,80.48
7/25/21,0.001378,0,0,452.1,0,1961.58,0,435.19,0,78.59,61.54
7/26/21,0.001497,0,0,477,0,2191,0,455,0,69.54,54.46
7/27/21,0.001196,0,0,460,0,1716,0,316,0,56.64,44.36
7/28/21,0.001304,0,0,508.1,0,1819.58,0,371.19,0,72.42,56.71
7/29/21,0.001784,0,0,676.49,0,2485.9,0,505.97,0,112.52,88.12
7/30/21,0.001547,0,0,577.2,0,2225.16,0,398.39,0,86.51,67.75
7/31/21,0.001782,0,0,643.39,0,2559.32,0,496.77,0,92.26,72.25
8/1/21,0.001639,0,0,555,0,2350,0,499,0,83.56,65.44
8/2/21,0.001444,0,0,464,0,2105,0,427,0,75.71,59.29
8/3/21,0.001146,0,0,406.1,0,1709.58,0,283.19,0,47.74,37.39
8/4/21,0.001452,0,0,501.4,0,2106.05,0,405.13,0,76.41,59.84
8/5/21,0.001452,0,0,501.4,0,2106.05,0,405.13,0,76.41,59.84
8/6/21,0.001452,0,0,501.4,0,2106.05,0,405.13,0,76.41,59.84
8/7/21,0.001452,0,0,501.4,0,2106.05,0,405.13,0,76.41,59.84
8/8/21,0.001452,0,0,501.4,0,2106.05,0,405.13,0,76.41,59.84
8/9/21,0.001452,0,0,501.4,0,2106.05,0,405.13,0,76.41,59.84
8/10/21,0.002421,0,0,866.2,0,3570.16,0,616.39,0,110.63,86.63
8/11/21,0.00155,0,0,670.39,0,2099.32,0,420.77,0,95.63,74.88
8/12/21,0.002463,0,0,1006.54,0,3523.19,0,599.56,0,119.01,93.19
8/13/21,0.002463,0,0,1006.54,0,3523.19,0,599.56,0,119.01,93.19
8/14/21,0.002142,0,0,765.75,0,3121.95,0,547.48,0,116.83,91.49
8/15/21,0.002142,0,0,765.75,0,3121.95,0,547.48,0,116.83,91.49
8/16/21,0.000846,0,0,349,0,1224,0,200,0,34.21,26.79
8/17/21,0.001414,0,0,552.89,0,2013.22,0,380.74,0,67.38,52.77
8/18/21,0.002268,0,0,928.79,0,3165.64,0,595.55,0,127.88,100.14
8/19/21,0.001647,0,0,587.89,0,2429.22,0,369.74,0,103.84,81.31
8/20/21,0.001474,0,0,433.34,0,2184.93,0,396.64,0,101.56,79.53
8/21/21,0.001474,0,0,433.34,0,2184.93,0,396.64,0,101.56,79.53
8/22/21,0.001336,0,0,528.1,0,1930.58,0,315.19,0,69.05,54.07
8/23/21,0.000757,0,0,284.2,0,1105.16,0,207.39,0,25.38,19.88
8/24/21,0.001438,0,0,452.2,0,2173.16,0,385.39,0,60.15,47.1
8/25/21,0.002438,0,0,705.3,0,3683.74,0,648.58,0,139.3,109.08
8/26/21,0.001802,0,0,433.3,0,2677.74,0,588.58,0,116.31,91.08
8/27/21,0.001087,0,0,355.49,0,1615.9,0,262.97,0,68.78,53.86
8/28/21,0.000937,0,0,303.46,0,1372.77,0,267.92,0,49.26,38.58
8/29/21,0.000937,0,0,303.46,0,1372.77,0,267.92,0,49.26,38.58
8/30/21,0.000937,0,0,303.46,0,1372.77,0,267.92,0,49.26,38.58
8/31/21,0.000708,0,0,232.2,0,1023.16,0,201.39,0,44.45,34.81
9/1/21,0.000942,0,0,186.1,0,1478.58,0,247.19,0,73.54,57.59
9/2/21,0.001033,0,0,239,0,1621,0,268,0,62.25,48.75
9/3/21,0.00089,0,0,218.3,0,1359.74,0,230.58,0,67.51,52.87
9/4/21,0.000951,0,0,239.2,0,1385.16,0,293.39,0,80.9,63.35
9/5/21,0.000775,0,0,237.2,0,1100.16,0,247.39,0,53.42,41.83
9/6/21,0.000462,0,0,161.1,0,707.58,0,103.19,0,16.9,13.23
9/7/21,0.000422,0,0,125,0,649,0,113,0,15.14,11.86
9/8/21,0.000378,0,0,87.1,0,604.58,0,107.19,0,11.85,9.28
9/9/21,0.000651,0,0,173,0,962,0,194,0,46.55,36.45
9/10/21,0.000838,0,0,185,0,1306,0,204,0,68.98,54.02
9/11/21,0.00084,0,0,162.59,0,1230.48,0,262.16,0,93.53,73.24
9/12/21,0.000709,0,0,190.49,0,1071.9,0,202.97,0,40.18,31.46
9/13/21,0.000376,0,0,109.1,0,583.58,0,99.19,0,12.97,10.16
9/14/21,0.000676,0,0,183,0,983,0,181,0,66.18,51.82
9/15/21,0.000669,0,0,137.2,0,1012.16,0,208.39,0,52.3,40.96
9/16/21,0.000682,0,0,151.28,0,1052.54,0,175.51,0,55.33,43.33
9/17/21,0.002618,0,0,533.2,0,3930.16,0,775.39,0,245.78,192.47
9/18/21,0.001842,0,0,346.2,0,2912.16,0,523.39,0,119.6,93.66
9/19/21,0.00111,0,0,279.3,0,1585.74,0,341.58,0,111.82,87.56
9/20/21,0.000349,0,0,93.15,0,529.37,0,91.79,0,23.38,18.31
9/21/21,0.000349,0,0,93.15,0,529.37,0,91.79,0,23.38,18.31
9/22/21,0.000742,0,0,152.3,0,1068.74,0,240.58,0,82.66,64.73
9/23/21,0.000692,0,0,109.1,0,1105.58,0,192.19,0,52.23,40.9
9/24/21,0,0,0,0,0,0,0,0,0,0,0
9/25/21,0.000713,0,0,113.39,0,1105.32,0,190.77,0,77.12,60.39
9/26/21,0,0,0,0,0,0,0,0,0,0,0
9/27/21,0,0,0,0,0,0,0,0,0,0,0
9/28/21,0.001339,0,0,323.09,0,1925.38,0,367.13,0,161.75,126.66
9/29/21,0.001038,0,0,197,1,1506,1,293,0,141.89,111.11
9/30/21,0.000416,0,0,76.1,2,564.58,2,119.19,0,76.9,60.22
10/1/21,0.000422,0,0,81.1,3,574.58,3,155.19,0,55.03,43.1
10/2/21,0.00074,0,0,118.69,4,1033.06,4,225.35,0,122.76,96.13
10/3/21,0.000687,0,0,145.49,5,971.9,5,199.97,0,90.65,70.99
10/4/21,0.000275,0,0,53.69,6,405.06,6,80.35,0,25.18,19.72
10/5/21,0.000567,0,0,93.9,7,799.42,7,182.81,0,78.44,61.43
10/6/21,0,0,0,0,8,0,8,0,0,0,0
10/7/21,0.001064,0,0,149.69,9,1515.06,9,364.35,0,146.32,114.58
10/8/21,0.000456,0,0,79.3,10,636.74,10,124.58,0,72,56.38
10/9/21,0.000869,0,0,133.99,11,1290.8,11,290.93,0,82.04,64.24
10/10/21,0.000481,0,0,110.49,12,631.9,12,159.97,0,65.41,51.23
10/11/21,0.000127,0,0,13.2,13,178.16,13,41.39,0,9.12,7.14
10/12/21,0.000255,0,0,42.3,14,354.74,14,83.58,0,24.89,19.49
10/13/21,0.000574,0,0,148.49,15,742.9,15,181.97,0,79.43,62.2
10/14/21,0.000311,0,0,47.42,16,405.72,16,100.91,0,49.33,38.63
10/15/21,0.000456,0,0,79.2,17,658.16,17,103.39,0,63.52,49.74
10/16/21,0.000488,0,0,55.49,18,674.9,18,141.97,0,83.92,65.72
10/17/21,0.000243,0,0,36.49,19,356.9,19,48.97,0,25.6,20.04
10/18/21,0.000215,0,0,36.69,20,264.06,20,87.35,0,21.81,17.08
10/19/21,0.000292,0,0,43.2,21,375.16,21,91.39,0,45.57,35.69
10/20/21,0.000549,0,0,79.89,22,764.22,22,187.74,0,64.58,50.57
10/21/21,0.000748,0,0,92.2,23,1037.16,23,244.39,0,112.87,88.39
10/22/21,0.000344,0,0,29.59,24,396.48,24,158.16,0,63.24,49.52
10/23/21,0.000412,0,0,56.89,25,538.22,25,135.74,0,63.46,49.69
10/24/21,0.000268,0,0,21.2,26,291.16,26,99.39,0,66.32,51.93
10/25/21,0.000214,0,0,7.2,27,232.16,27,74.39,0,53.42,41.83
10/26/21,0.000405,0,0,68.14,7.8,591.11,0,211.37,0,0,0
10/27/21,0.000405,0,0,68.14,7.8,591.11,0,211.37,0,0,0
10/28/21,0.000391,0,0,58.77,6.73,610.63,0,171.66,0,0,0
10/29/21,0.000391,0,0,58.77,6.73,610.63,0,171.66,0,0,0
10/30/21,0.000391,0,0,58.77,6.73,610.63,0,171.66,0,0,0
10/31/21,0.000656,0,0,98.95,11.33,913.54,0,397.51,0,0,0
11/1/21,0.00043,0,0,58.95,6.75,651.16,0,214.89,0,0,0
11/2/21,0.00043,0,0,58.95,6.75,651.16,0,214.89,0,0,0
11/3/21,0.000319,0,0,367.95,42.12,211.75,0,69.23,0,0,0
11/4/21,0.000447,0,0,125.62,14.38,628,0,201,0,0,0
11/5/21,0.000505,0,0,551.09,63.09,379.53,0,101.18,0,0,0
11/6/21,0.000925,0,0,746.7,85.48,881.53,0,292.18,0,0,0
11/7/21,0.00114,0,0,1576.69,180.49,514.53,0,201.18,0,0,0
11/8/21,0.000668,0,0,1018.74,116.62,242.06,0,71.35,0,0,0
11/9/21,0.001878,0,0,2707.26,309.92,821.53,0,234.18,0,0,0
11/10/21,0.001942,0,0,3002.54,343.72,680.7,0,183.23,0,0,0
11/11/21,0.001736,0,0,2644.93,302.78,624.11,0,192.7,0,0,0
11/12/21,0.001191,0,0,1886.2,215.93,367.75,0,112.52,0,0,0
11/13/21,0.001191,0,0,1886.2,215.93,367.75,0,112.52,0,0,0
11/14/21,0.001191,0,0,1886.2,215.93,367.75,0,112.52,0,0,0
11/15/21,0.001191,0,0,1886.2,215.93,367.75,0,112.52,0,0,0
11/16/21,0.001191,0,0,1886.2,215.93,367.75,0,112.52,0,0,0
11/17/21,0.002798,0,0,4285,490.54,1071.58,0,219.53,0,0,0
11/18/21,0.001699,0,0,2158.86,247.14,950,0,327,0,0,0
11/19/21,0.001753,0,0,2405.04,275.32,838.06,0,282.35,0,0,0
11/20/21,0.001331,0,0,1754.67,200.87,714.58,0,216.53,0,0,0
11/21/21,0.000752,0,0,1132.53,129.65,272.53,0,96.18,0,0,0
11/22/21,0.001028,0,0,1419.98,162.56,490.58,0,155.53,0,0,0
11/23/21,0.001445,0,0,2018.88,231.12,684,0,200,0,0,0
11/24/21,0.000637,0,0,667.49,76.41,396.72,0,154.51,0,0,0
11/25/21,0.000637,0,0,667.49,76.41,396.72,0,154.51,0,0,0
11/26/21,0.000637,0,0,667.49,76.41,396.72,0,154.51,0,0,0
11/27/21,0.000637,0,0,667.49,76.41,396.72,0,154.51,0,0,0
11/28/21,0.000637,0,0,667.49,76.41,396.72,0,154.51,0,0,0
11/29/21,0.000523,0,0,599.55,68.63,318.53,0,88.18,0,0,0
11/30/21,0.000875,0,0,784.2,89.77,666.18,0,215.68,0,0,0
12/1/21,0.000875,0,0,784.2,89.77,666.18,0,215.68,0,0,0
12/2/21,0.000875,0,0,784.2,89.77,666.18,0,215.68,0,0,0
12/3/21,0.000875,0,0,784.2,89.77,666.18,0,215.68,0,0,0
12/4/21,0.000875,0,0,784.2,89.77,666.18,0,215.68,0,0,0
12/5/21,0.000875,0,0,784.2,89.77,666.18,0,215.68,0,0,0
12/6/21,0.000875,0,0,784.2,89.77,666.18,0,215.68,0,0,0
12/7/21,0.000495,0,0,314.58,36.01,502.76,0,143.59,0,0,0
12/8/21,0.000495,0,0,314.58,36.01,502.76,0,143.59,0,0,0
12/9/21,0.001587,0,0,1235.72,141.46,1407.03,0,392.18,0,0,0
12/10/21,0.001587,0,0,1235.72,141.46,1407.03,0,392.18,0,0,0
12/11/21,0.000466,0,0,316.3,36.21,454.86,0,130.51,0,0,0
12/12/21,0.000466,0,0,316.3,36.21,454.86,0,130.51,0,0,0
12/13/21,0.000466,0,0,316.3,36.21,454.86,0,130.51,0,0,0
12/14/21,0.00071,0,0,638.86,73.14,582,0,136,0,0,0
12/15/21,0.001175,0,0,812.65,93.03,1116.28,0,324.93,0,0,0
12/16/21,0.001175,0,0,812.65,93.03,1116.28,0,324.93,0,0,0
12/17/21,0.001175,0,0,812.65,93.03,1116.28,0,324.93,0,0,0
12/18/21,0.001175,0,0,812.65,93.03,1116.28,0,324.93,0,0,0
12/19/21,0.000452,0,0,327.35,37.47,411.47,0,129.82,0,0,0
12/20/21,0.000578,0,0,381.67,43.69,556.06,0,155.35,0,0,0
12/21/21,0.00133,0,0,826.72,94.64,1457.06,0,321.35,0,0,0
12/22/21,0.001644,0,0,1197.62,137.1,1560.11,0,437.7,0,0,0
12/23/21,0.000491,0,0,309.64,35.45,480.51,0,155.59,0,0,0
